mid,m_id,name,UATYPE,m_pop,m_house_unit,m_land,m_water,m_lat_d,m_long_d,m_lat_r,m_long_r
m82846,82846,"Soledad, CA Urban Cluster",C,25943,3921,4.138,0.009,36.431116,-121.329208,0.6358429243759866,-2.117594158437044
m82873,82873,"Solvang--Buellton--Santa Ynez, CA Urban Cluster",C,14862,6250,7.628,0.001,34.612975,-120.094827,0.6041103776604843,-2.096050145762984
m82900,82900,"Somerset, KY Urban Cluster",C,29042,13608,34.53,0.539,37.064952,-84.626263,0.6469054494936572,-1.477006923008654
m82913,82913,"Somerset, MI Urban Cluster",C,2910,1727,3.357,1.279,42.058488,-84.41297,0.7340590940105247,-1.4732842578871979
m82927,82927,"Somerset, PA Urban Cluster",C,12583,4476,7.783,0.0,40.006534,-79.067045,0.6982457406110572,-1.37998026507252
m82937,82937,"Somerset, WI Urban Cluster",C,2604,1100,2.06,0.0,45.127718,-92.671838,0.7876272630115103,-1.6174286969747966
m82981,82981,"Somerton, AZ Urban Cluster",C,16988,4808,7.628,0.001,32.580192,-114.647366,0.5686316213319164,-2.0009740154390014
m83008,83008,"Sonoma, CA Urban Cluster",C,32678,14664,12.43,0.0,38.299157,-122.476547,0.668446390388234,-2.1376190016235834
m83062,83062,"Sonora, TX Urban Cluster",C,3352,1477,1.939,0.0,30.567918,-100.64435,0.53351081457964,-1.7565752810295552
m83073,83073,"Sonora--Jamestown--Phoenix Lake, CA Urban Cluster",C,28255,15348,31.203,0.216,37.99518,-120.327238,0.663140990887899,-2.1001064829308365
m83089,83089,"Soperton, GA Urban Cluster",C,2832,1137,2.482,0.035,32.37269,-82.596427,0.5650100282274431,-1.4415796015331426
m83116,83116,"South Bend, IN--MI Urbanized Area",U,278165,121210,161.08,3.247,41.714357,-86.201743,0.7280528750023442,-1.5045042363079741
m83143,83143,"South Boston, VA Urban Cluster",C,8306,3985,6.837,0.029,36.727461,-78.911876,0.641015120347809,-1.3772720551254929
m83156,83156,"South Deerfield, MA Urban Cluster",C,5028,2323,6.592,0.082,42.434253,-72.564163,0.7406174304742813,-1.2664835633038458
m83210,83210,"South Fallsburg, NY Urban Cluster",C,3388,1302,3.332,0.01,41.724769,-74.617933,0.7282345986840619,-1.3023286118825297
m83251,83251,"South Haven, MI Urban Cluster",C,5791,4221,5.243,0.101,42.394828,-86.269633,0.7399293344166825,-1.505689140337153
m83278,83278,"South Hill, VA Urban Cluster",C,4834,2308,4.833,0.033,36.72211,-78.115354,0.6409217277795348,-1.3633701236609226
m83305,83305,"South Lake Tahoe, CA--NV Urban Cluster",C,29107,20291,16.636,0.221,38.861914,-120.010704,0.6782683529268796,-2.094581922436329
m83332,83332,"South Lyon--Howell, MI Urbanized Area",U,119509,51131,102.786,9.335,42.507278,-83.806042,0.7418919571605502,-1.4626913659646537
m83359,83359,"Southold, NY Urban Cluster",C,9810,6700,11.114,0.968,41.081036,-72.395374,0.7169993383303211,-1.2635376395126974
m83368,83368,"South Paris, ME Urban Cluster",C,4780,2380,4.501,0.102,44.21559,-70.521238,0.7717076262118795,-1.2308277956825409
m83377,83377,"South Pittsburg, TN--AL Urban Cluster",C,5373,2532,4.942,0.0,34.946033,-85.726239,0.6099233363605915,-1.4962051259015714
m83386,83386,"South Vacherie, LA Urban Cluster",C,2621,1006,1.477,0.004,29.93539,-90.694187,0.5224711183685854,-1.5829121755694384
m83440,83440,"Sparta, GA Urban Cluster",C,3622,1083,3.85,0.017,33.275141,-82.973767,0.5807607695153584,-1.4481654269326176
m83467,83467,"Sparta, IL Urban Cluster",C,4046,1900,2.394,0.006,38.129284,-89.704753,0.6654815472279936,-1.5656432945382608
m83480,83480,"Sparta, MI Urban Cluster",C,4041,1747,1.726,0.002,43.156675,-85.708595,0.7532260729631238,-1.4958971800083494
m83494,83494,"Sparta, TN Urban Cluster",C,5449,2490,6.375,0.0,35.9349,-85.479669,0.6271823213749104,-1.4919016675649288
m83521,83521,"Sparta, WI Urban Cluster",C,9907,4329,5.413,0.0,43.938959,-90.816365,0.766879504448795,-1.5850445839429403
m83548,83548,"Spartanburg, SC Urbanized Area",U,180786,78962,190.032,3.026,34.974865,-81.989514,0.6104265496905266,-1.430986971409986
m83575,83575,"Spearfish, SD Urban Cluster",C,11459,5459,6.071,0.0,44.494441,-103.855253,0.7765744942843583,-1.8126161103417187
m83602,83602,"Spearman, TX Urban Cluster",C,3349,1336,1.531,0.0,36.194103,-101.194145,0.6317062671559571,-1.766171013990557
m83629,83629,"Spencer, IA Urban Cluster",C,10952,5303,6.179,0.135,43.143744,-95.156558,0.7530003844375484,-1.6607952419649505
m83656,83656,"Spencer, WV Urban Cluster",C,2986,1497,1.969,0.017,38.810979,-81.361809,0.6773793694723763,-1.420031452428755
m83710,83710,"Spirit Lake, IA Urban Cluster",C,10826,7763,11.615,1.716,43.390905,-95.116367,0.75731415767007,-1.6600937766852812
m83764,83764,"Spokane, WA Urbanized Area",U,387847,167877,164.204,1.988,47.680069,-117.352333,0.8321741916280803,-2.048184595746795
m83791,83791,"Spooner, WI Urban Cluster",C,2673,1281,1.688,0.045,45.822135,-91.890379,0.7997471260433319,-1.6037896644554543
m83818,83818,"Spout Springs, NC Urban Cluster",C,14488,4841,17.637,0.52,35.274379,-79.048471,0.615654055146345,-1.3796560876172546
m83851,83851,"Spring Creek North, NV Urban Cluster",C,3286,1205,3.3,0.001,40.806218,-115.664538,0.7122028593865755,-2.0187270158980968
m83859,83859,"Spring Creek South, NV Urban Cluster",C,3862,1295,5.625,0.053,40.729553,-115.589359,0.7108648027155341,-2.01741489481974
m83872,83872,"Springfield, GA Urban Cluster",C,3649,1171,2.445,0.0,32.367261,-81.313247,0.5649152743023523,-1.4191838856374017
m83899,83899,"Springfield, IL Urbanized Area",U,161316,75004,92.336,2.44,39.786626,-89.642412,0.6944076219595814,-1.564555238829275
m83926,83926,"Springfield, MA--CT Urbanized Area",U,621300,250699,348.556,10.382,42.125901,-72.573958,0.7352356728191718,-1.266654518304079
m83953,83953,"Springfield, MO Urbanized Area",U,273724,124529,142.305,0.626,37.148873,-93.287053,0.6483701472552235,-1.6281662243324537
m83980,83980,"Springfield, OH Urbanized Area",U,85256,39208,48.963,0.131,39.93772,-83.81301,0.6970447097395898,-1.4628129805069328
m83993,83993,"Springfield, TN Urban Cluster",C,17357,7047,12.24,0.0,36.485193,-86.877111,0.6367867460755875,-1.5162916315705832
m84007,84007,"Springfield, VT Urban Cluster",C,4872,2335,3.087,0.083,43.307145,-72.498547,0.7558522698885997,-1.2653383480618574
m84024,84024,"Spring Hill, FL Urbanized Area",U,148220,71564,114.978,4.059,28.488678,-82.523756,0.4972212306404731,-1.4403112533124258
m84034,84034,"Spring Hill, KS Urban Cluster",C,5452,2075,3.564,0.023,38.742108,-94.824527,0.6761773437632354,-1.6550002077962611
m84061,84061,"Springhill, LA Urban Cluster",C,6012,2981,5.444,0.024,32.992521,-93.456663,0.5758281199833721,-1.6311264772767613
m84088,84088,"Spring Hill, TN Urban Cluster",C,31208,11364,21.742,0.021,35.740237,-86.915295,0.6237848110931007,-1.5169580680921648
m84115,84115,"Springs, NY Urban Cluster",C,12604,8667,13.871,0.057,40.976183,-72.177786,0.7151693082497276,-1.259740012499868
m84124,84124,"Springtown, TX Urban Cluster",C,2623,1093,2.162,0.0,32.968616,-97.683875,0.5754108990256828,-1.704905244856576
m84132,84132,"Springville, AL Urban Cluster",C,2775,1160,2.543,0.012,33.771477,-86.48178,0.589423466911537,-1.5093918039853815
m84142,84142,"Springville, NY Urban Cluster",C,3897,1673,2.482,0.02,42.509449,-78.672528,0.741929848258611,-1.3730946444674295
m84155,84155,"Spruce Pine, NC Urban Cluster",C,4700,1407,7.42,0.0,35.924271,-82.036916,0.6269968103287158,-1.4318142923820165
m84169,84169,"Stafford Springs, CT Urban Cluster",C,5581,2528,5.744,0.051,41.968223,-72.295252,0.7324836725612122,-1.2617901809590157
m84223,84223,"Stamford, TX Urban Cluster",C,3000,1489,1.835,0.006,32.942336,-99.795358,0.5749522264982586,-1.741757575306463
m84277,84277,"Stanford, KY Urban Cluster",C,4183,1843,3.201,0.028,37.539395,-84.661709,0.6551860419566967,-1.477625572415316
m84290,84290,"Stanley, WI Urban Cluster",C,3447,931,1.753,0.001,44.958265,-90.939574,0.7846697502341284,-1.5871949866610295
m84304,84304,"Stansbury Park, UT Urban Cluster",C,9061,2630,2.887,0.194,40.639004,-112.297288,0.7092844245311456,-1.959957416660318
m84331,84331,"Stanton, KY Urban Cluster",C,4149,1839,3.684,0.054,37.844833,-83.858983,0.6605169407174032,-1.463615360723952
m84385,84385,"Stanwood, WA Urban Cluster",C,6289,2607,2.706,0.0,48.245363,-122.342081,0.8420404331698489,-2.135272127191597
m84412,84412,"Staples, MN Urban Cluster",C,2791,1342,1.369,0.0,46.361689,-94.794579,0.8091641198356373,-1.6544775165918737
m84429,84429,"Star, ID Urban Cluster",C,5751,2077,3.309,0.02,43.69754,-116.491452,0.7626659480219229,-2.0331593878289334
m84439,84439,"Starke, FL Urban Cluster",C,5676,2523,4.52,0.0,29.94531,-82.104755,0.5226442550303831,-1.4329983062932767
m84466,84466,"Starkville, MS Urban Cluster",C,30307,13018,17.025,0.1,33.454952,-88.812822,0.583899063496662,-1.5500761618876553
m84493,84493,"State College, PA Urbanized Area",U,87454,32177,28.825,0.0,40.799259,-77.858037,0.7120814019239291,-1.3588790947895681
m84547,84547,"Statesboro, GA Urban Cluster",C,36314,14584,25.484,0.76,32.42663,-81.792528,0.5659514588259689,-1.4275489171296527
m84601,84601,"Staunton, IL Urban Cluster",C,6134,2818,4.974,0.072,39.001701,-89.776875,0.6807080963283648,-1.5669020609013844
m84630,84630,"Staunton--Waynesboro, VA Urbanized Area",U,56611,26187,38.136,0.184,38.119039,-78.991274,0.6653027382461267,-1.3786578116449915
m84655,84655,"Stayton, OR Urban Cluster",C,10291,4175,3.329,0.0,44.815998,-122.792584,0.7821867226671937,-2.143134887831709
m84682,84682,"Steamboat Springs, CO Urban Cluster",C,12888,9228,8.16,0.0,40.461868,-106.818853,0.706192818107333,-1.8643406880538225
m84736,84736,"Steeleville, IL Urban Cluster",C,3469,1645,2.414,0.006,38.014504,-89.630125,0.6634782583125545,-1.5643407902240827
m84763,84763,"Stephenville, TX Urban Cluster",C,16796,7428,8.046,0.002,32.219277,-98.221125,0.562332466262081,-1.7142820262629153
m84790,84790,"Sterling, CO Urban Cluster",C,16088,5963,6.486,0.0,40.625467,-103.216103,0.7090481593103032,-1.8014608384275967
m84817,84817,"Sterling, IL Urban Cluster",C,28827,12952,14.29,0.603,41.78836,-89.696798,0.7293444710086975,-1.5655044535962646
m84871,84871,"Stevens Point, WI Urban Cluster",C,44223,18701,24.093,0.869,44.511291,-89.551677,0.7768685822633193,-1.5629716143324779
m84925,84925,"Stewartstown, PA Urban Cluster",C,4663,1739,2.477,0.0,39.75591,-76.590782,0.6938715266265388,-1.3367613225772077
m84952,84952,"Stewartville, MN Urban Cluster",C,5877,2404,2.556,0.0,43.861553,-92.485977,0.7655285148879963,-1.614184810573748
m84979,84979,"Stigler, OK Urban Cluster",C,2843,1300,2.313,0.0,35.257269,-95.121041,0.6153554293113286,-1.6601753533745196
m85033,85033,"Stillwater, OK Urban Cluster",C,44515,19178,20.525,0.424,36.120763,-97.072739,0.6304262426825444,-1.6942389094791077
m85060,85060,"Stilwell, OK Urban Cluster",C,3789,1585,2.334,0.008,35.812659,-94.633442,0.6250488134439799,-1.6516651453950877
m85087,85087,"Stockton, CA Urbanized Area",U,370583,125027,92.523,1.666,37.961908,-121.287516,0.6625602849391756,-2.1168664957653025
m85114,85114,"Storm Lake, IA Urban Cluster",C,11364,4110,3.784,0.0,42.643693,-95.202639,0.7442728480596583,-1.6615995071375618
m85168,85168,"Story City, IA Urban Cluster",C,3311,1531,1.462,0.002,42.188369,-93.587194,0.7363259450963077,-1.633404673002682
m85195,85195,"Strasburg, VA Urban Cluster",C,7015,3159,3.795,0.033,38.993117,-78.357144,0.6805582772653738,-1.3675901552593197
m85208,85208,"Strawberry Plains, TN Urban Cluster",C,3906,1564,5.577,0.031,36.040935,-83.647589,0.6290329812472625,-1.459925839404991
m85222,85222,"Streator, IL Urban Cluster",C,17797,8171,8.404,0.0,41.123435,-88.833819,0.7177393404798743,-1.5504426286706967
m85249,85249,"Stuarts Draft, VA Urban Cluster",C,8168,3337,8.878,0.137,38.02366,-79.023178,0.663638060658867,-1.3792146414895476
m85276,85276,"Sturgeon Bay, WI Urban Cluster",C,8617,4693,5.511,1.817,44.833291,-87.374562,0.7824885424547411,-1.5249737893879216
m85303,85303,"Sturgis, MI Urban Cluster",C,13040,5467,9.556,0.0,41.795368,-85.419719,0.7294667836826775,-1.4908553426783582
m85330,85330,"Sturgis, SD Urban Cluster",C,6583,3139,3.704,0.0,44.408783,-103.518293,0.775079480153685,-1.8067350488941982
m85357,85357,"Stuttgart, AR Urban Cluster",C,9233,4277,5.137,0.0,34.493439,-91.550685,0.6020240808858204,-1.597860885706185
m85390,85390,"Sugarmill Woods, FL Urban Cluster",C,8816,5257,10.481,0.0,28.724451,-82.534294,0.5013362457777777,-1.4404951761090008
m85411,85411,"Sullivan, IL Urban Cluster",C,4567,2136,3.186,0.004,39.591562,-88.606845,0.6910031129074713,-1.5464811850542752
m85438,85438,"Sullivan, IN Urban Cluster",C,4518,2211,2.214,0.0,39.098674,-87.406948,0.6824005944639014,-1.5255390317194726
m85465,85465,"Sullivan, MO Urban Cluster",C,9114,4041,7.066,0.0,38.196375,-91.19024,0.6666525060764491,-1.5915699336838338
m85492,85492,"Sullivan City, TX Urban Cluster",C,5694,1635,3.486,0.0,26.28038,-98.562295,0.45867915967526734,-1.7202365660719445
m85519,85519,"Sulphur, OK Urban Cluster",C,4733,2199,3.7,0.052,34.50705,-96.975343,0.6022616376503093,-1.6925390286008353
m85546,85546,"Sulphur Springs, TX Urban Cluster",C,14196,6221,10.167,0.202,33.129471,-95.604118,0.5782183483939783,-1.668606637565176
m85573,85573,"Sultan, WA Urban Cluster",C,7982,3155,4.211,0.0,47.8753,-121.793179,0.8355816153800413,-2.1256919800208145
m85600,85600,"Sumiton, AL Urban Cluster",C,4043,1812,6.738,0.003,33.742587,-87.042961,0.5889192412906359,-1.5191862601350161
m85627,85627,"Summersville, WV Urban Cluster",C,3369,1683,3.059,0.008,38.289288,-80.847297,0.6682741438443546,-1.4110515239877341
m85654,85654,"Summerville, GA Urban Cluster",C,11041,4260,9.521,0.007,34.533958,-85.315781,0.6027312708454359,-1.4890412823604204
m85681,85681,"Summit Park, UT Urban Cluster",C,6088,2486,3.472,0.0,40.762101,-111.571066,0.7114328724804732,-1.9472824516598997
m85708,85708,"Sumter, SC Urbanized Area",U,73107,31492,65.687,0.477,33.930654,-80.399322,0.592201629654984,-1.4032328852711122
m85762,85762,"Sunbury, PA Urban Cluster",C,29541,13130,16.979,0.406,40.891482,-76.806194,0.7136909969199959,-1.3405209712255137
m85775,85775,"Sun City Hilton Head, SC Urban Cluster",C,12555,7499,8.754,0.0,32.287805,-80.964671,0.5635285054918877,-1.4131000867439698
m85789,85789,"Sunnyside, WA Urban Cluster",C,17327,4943,5.893,0.0,46.318924,-120.01,0.808417729781022,-2.0945696353183947
m85802,85802,"Sunrise Shores, TX Urban Cluster",C,3514,1919,3.304,0.0,32.220354,-95.497068,0.562351263458125,-1.666738262600916
m85816,85816,"Sunset, LA Urban Cluster",C,3500,1502,3.21,0.0,30.41053,-92.061815,0.5307638757765112,-1.6067817871119034
m85843,85843,"Superior, AZ Urban Cluster",C,2844,1469,1.264,0.0,33.28631,-111.104654,0.5809557053395137,-1.939142026589088
m85870,85870,"Susanville, CA Urban Cluster",C,10285,4447,5.322,0.04,40.409559,-120.636967,0.7052798538289073,-2.105512273769746
m85924,85924,"Susquehanna Depot, PA Urban Cluster",C,2585,1156,1.566,0.115,41.949146,-75.600509,0.7321507160998092,-1.319477798233606
m85978,85978,"Sutherlin, OR Urban Cluster",C,8653,3853,3.893,0.051,43.392797,-123.314979,0.7573471792995179,-2.152252400577664
m86005,86005,"Swainsboro, GA Urban Cluster",C,7484,3106,8.941,0.249,32.5939,-82.332105,0.5688708710657797,-1.436966312347686
m86024,86024,"Swansboro, NC Urban Cluster",C,16335,6952,20.657,0.44,34.691672,-77.185542,0.6054838994219262,-1.347141842836369
m86059,86059,"Swanton, VT Urban Cluster",C,3055,1351,1.653,0.044,44.9202,-73.113457,0.7840053906543568,-1.2760705521652957
m86086,86086,"Sweeny, TX Urban Cluster",C,3584,1514,1.738,0.0,29.043317,-95.700652,0.5069015073504419,-1.6702914737052963
m86113,86113,"Sweet Home, OR Urban Cluster",C,9569,4017,6.175,0.097,44.403964,-122.71506,0.7749953727370313,-2.141781838782393
m86140,86140,"Sweetwater, TN Urban Cluster",C,5430,2522,5.373,0.0,35.602271,-84.467816,0.6213768501372942,-1.4742415011687466
m86167,86167,"Sweetwater, TX Urban Cluster",C,10247,4692,4.918,0.001,32.470533,-100.404136,0.566717710727472,-1.7523827558201692
m86194,86194,"Sylacauga, AL Urban Cluster",C,17991,8380,19.039,0.086,33.169369,-86.272653,0.5789146998589391,-1.5057418492805636
m86210,86210,"Sylvan Beach, NY Urban Cluster",C,3451,2538,3.447,0.026,43.165078,-75.773153,0.7533727329801689,-1.3224910044674187
m86221,86221,"Sylvania, GA Urban Cluster",C,3076,1390,3.59,0.061,32.744121,-81.643547,0.5714927221214181,-1.424948708156739
m86248,86248,"Sylvester, GA Urban Cluster",C,6685,2755,5.385,0.035,31.527623,-83.825279,0.5502608266774922,-1.4630271149528598
m86275,86275,"Syracuse, IN Urban Cluster",C,6908,4702,6.461,1.726,41.402341,-85.725899,0.7226071684834416,-1.4961991917821142
m86302,86302,"Syracuse, NY Urbanized Area",U,412317,178976,194.934,6.687,43.090439,-76.164001,0.7520700366797729,-1.3293125889422537
m86315,86315,"Tabor City, NC--SC Urban Cluster",C,3834,1168,4.345,0.0,34.163041,-78.884628,0.596257547943816,-1.3767964878109096
m86329,86329,"Taft, CA Urban Cluster",C,14985,5494,5.566,0.0,35.141884,-119.461037,0.6133415811539149,-2.0849884234967693
m86356,86356,"Taft, TX Urban Cluster",C,4401,1684,1.506,0.0,27.978095,-97.39317,0.4883098761857629,-1.6998314854545655
m86383,86383,"Tahlequah, OK Urban Cluster",C,18521,7891,12.059,0.107,35.90573,-94.969646,0.6266732088321035,-1.6575330121534626
m86410,86410,"Tahoka, TX Urban Cluster",C,2560,1155,1.435,0.013,33.165768,-101.799158,0.5788518505525747,-1.7767304828579258
m86437,86437,"Talladega, AL Urban Cluster",C,13493,5473,12.297,0.033,33.429801,-86.120333,0.5834600957364928,-1.5030833637639258
m86464,86464,"Tallahassee, FL Urbanized Area",U,240223,108924,126.497,4.184,30.473181,-84.268853,0.5318573420061782,-1.470768941729101
m86491,86491,"Tallassee, AL Urban Cluster",C,4040,1914,3.228,0.019,32.530665,-85.886864,0.5677672121132811,-1.4990085610125872
m86518,86518,"Tallulah, LA Urban Cluster",C,9185,3277,4.372,0.0,32.406005,-91.187177,0.565591484667745,-1.5915164742488452
m86545,86545,"Tama, IA Urban Cluster",C,4904,2068,2.215,0.0,41.989721,-92.588114,0.7328588834438059,-1.6159674375118571
m86572,86572,"Tamaqua, PA Urban Cluster",C,15200,7785,5.003,0.001,40.81865,-75.915869,0.7124198387191834,-1.324981868562695
m86599,86599,"Tampa--St. Petersburg, FL Urbanized Area",U,2441770,1187285,956.988,81.62,28.006248,-82.5141,0.48880123873007686,-1.440142724319853
m86626,86626,"Taneytown, MD Urban Cluster",C,6599,2510,1.979,0.002,39.655905,-77.165849,0.6921261101080819,-1.3467981351467737
m86653,86653,"Taos, NM Urban Cluster",C,13686,7428,16.033,0.0,36.38809,-105.590557,0.6350919790120234,-1.8429028786647461
m86680,86680,"Tappahannock, VA Urban Cluster",C,2534,1231,2.734,0.053,37.912474,-76.86587,0.6616974988767447,-1.3415625139099339
m86707,86707,"Tarboro, NC Urban Cluster",C,13581,5831,8.681,0.022,35.90199,-77.545556,0.6266079335180789,-1.3534252724896438
m86734,86734,"Taylor, TX Urban Cluster",C,14436,5662,6.524,0.053,30.579913,-97.418407,0.5337201668234167,-1.7002719541978915
m86761,86761,"Taylorsville, NC Urban Cluster",C,5388,2009,6.711,0.018,35.916965,-81.168266,0.6268692965735652,-1.4166534898345677
m86788,86788,"Taylorville, IL Urban Cluster",C,13742,5934,7.637,0.086,39.544988,-89.305778,0.6901902432616472,-1.5586798671551165
m86815,86815,"Tazewell, VA Urban Cluster",C,4950,2324,5.283,0.04,37.130008,-81.513809,0.6480408908918347,-1.4226843528917863
m86830,86830,"Tea, SD Urban Cluster",C,3784,1343,1.362,0.0,43.45186,-96.835375,0.7583780231156233,-1.690096126153404
m86842,86842,"Teague, TX Urban Cluster",C,3363,1541,3.204,0.114,31.628549,-96.282107,0.55202231767836,-1.6804397779074798
m86869,86869,"Tehachapi--Golden Hills, CA Urban Cluster",C,16540,6802,9.102,0.019,35.151463,-118.491792,0.6135087662429635,-2.0680719069882767
m86950,86950,"Tell City, IN--KY Urban Cluster",C,9610,4689,5.778,0.009,37.950002,-86.760917,0.662352486038433,-1.5142636636995213
m87058,87058,"Temple, TX Urbanized Area",U,90390,37507,54.104,0.195,31.094257,-97.419595,0.5426971631112943,-1.7002926887094052
